tconst,originalTitle,weightedAverage,soup
tt0102395,Mannequin: On the Move,5.147695834753681,comedy fantasy romance nm0706296 nm0001785 nm0706619 nm0852886
tt0102397,"Manta, Manta",5.919929335859415,comedy nm0127294 nm0001709 nm0750004 nm0311348 nm0073827 nm0450366
tt0102411,The Marrying Man,5.91249770084776,comedy music romance nm0715916 nm0000107 nm0000285 nm0005162 nm0000223 nm0000800
tt0102426,Mediterraneo,7.114629757054608,comedy drama war nm0759368 nm0007746 nm0081702 nm0147794 nm0084241 nm0016642
tt0102443,A Midnight Clear,6.788107972754254,drama war nm0330360 nm0000916 nm0001143 nm0343325 nm0000160 nm0000641
tt0102456,Mississippi Masala,6.46662274462259,drama romance nm0619762 nm0000243 nm0002004 nm0786022 nm0846616 nm0001165
tt0102460,Mobsters,5.994068693914625,crime drama nm0439040 nm0000225 nm0001131 nm0247672 nm0541908 nm0001298
tt0102469,Mortal Thoughts,5.928330213457922,mystery thriller nm0748928 nm0000193 nm0000444 nm0000246 nm0659601 nm0000172
tt0102492,My Girl,6.861517888667069,comedy drama family nm0956052 nm0001043 nm0000346 nm0000101 nm0000130 nm0557956
tt0102494,My Own Private Idaho,6.938367406954449,drama nm0001814 nm0000203 nm0000206 nm0751638 nm0724927 nm0367696
tt0102510,The Naked Gun 2½: The Smell of Fear,6.871593089680779,comedy crime nm0001878 nm0000558 nm0001636 nm0001421 nm0001740 nm0332587
tt0102511,Naked Lunch,6.841396046419855,drama mystery nm0000343 nm0000693 nm0001114 nm0000453 nm0001696
tt0102517,Necessary Roughness,6.193564763709567,comedy sport nm0236769 nm0000836 nm0001185 nm0005162 nm0468772 nm0588777
tt0102526,New Jack City,6.551740217804976,action crime drama nm0005522 nm0000648 nm0001384 nm0005300 nm0001674 nm0005522
tt0102536,Night on Earth,7.5928020916048595,comedy drama nm0000464 nm0000213 nm0001687 nm0266170 nm0778804 nm0692390
tt0102555,Not Without My Daughter,6.343278178030503,drama thriller nm0317981 nm0000398 nm0000547 nm0742827 nm0786022 nm0046002
tt0102558,Nothing But Trouble,5.265974231931817,comedy nm0000101 nm0000331 nm0000101 nm0001006
tt0102587,Omohide poro poro,7.431690613549382,animation drama romance nm0847223 nm0408030 nm0945839 nm0393365 nm0407372 nm1459729
tt0102590,Once Around,6.340851960298137,comedy drama romance nm0002120 nm0000377 nm0000456 nm0000732 nm0000624 nm0001687
tt0102592,One False Move,6.857045269587857,crime drama thriller nm0002083 nm0000200 nm0000671 nm0930326 nm0004729
tt0102598,Only the Lonely,6.26446780066316,comedy romance nm0001060 nm0001006 nm0000058 nm0000639 nm0242656 nm0642675
tt0102603,Oscar,6.458869716644409,comedy crime nm0000484 nm0000230 nm0001560 nm0726200 nm0001590 nm0871456
tt0102609,Other People's Money,6.191997132553934,comedy drama romance nm0422484 nm0000362 nm0000060 nm0000542 nm0001453 nm0427894
tt0102614,Out for Justice,6.11244075197003,action crime drama nm0283500 nm0000219 nm0001235 nm0001583 nm0004818 nm0593721
tt0102629,Pappa ante Portas,7.112877885512787,comedy family nm0902086 nm0923058 nm0357327 nm0902086 nm0379258
tt0102685,Point Break,7.272936358441068,action crime thriller nm0000941 nm0000664 nm0000206 nm0000997 nm0001614 nm0001525
tt0102687,Poison,6.238576971083622,drama horror romance nm0001331 nm0576141 nm0561750 nm0635628 nm0925242 nm0807572
tt0102690,Popcorn,6.022066020710181,comedy horror nm0380628 nm0650276 nm0774337 nm0898014 nm0908914 nm0753041 nm0199118
tt0102713,The Prince of Tides,6.674182480025371,drama romance nm0000659 nm0000659 nm0000560 nm0001100 nm0625075 nm0469103
tt0102719,Problem Child 2,5.121976360980231,comedy family nm0505152 nm0000615 nm0646943 nm0912001 nm0628170 nm0001865
tt0102721,Proof,6.778079839425124,drama romance nm0602104 nm0915989 nm0682021 nm0000128 nm0593383 nm0907835
tt0102722,Prospero's Books,6.534212366766884,drama fantasy nm0000425 nm0000024 nm0996174 nm0003508 nm0430746 nm0664388
tt0102729,Pure Luck,5.948437437949911,comedy crime mystery nm0850958 nm0001737 nm0000418 nm0445992 nm0910737 nm0934113
tt0102744,Quigley Down Under,6.777721682818017,action adventure drama nm0934578 nm0000633 nm0000624 nm0000614 nm0371824 nm0352758
tt0102753,Rambling Rose,6.397684401902931,drama nm0004838 nm0000368 nm0000380 nm0002663 nm0001305 nm0001334
tt0102757,The Rapture,6.244120907359172,drama mystery thriller nm0866062 nm0000211 nm0000141 nm0141219 nm0000872 nm0253879
tt0102768,Regarding Henry,6.63355782369378,drama romance nm0001566 nm0000148 nm0000906 nm0355112 nm0842475 nm0284319
tt0102782,Return to the Blue Lagoon,5.383979739016255,adventure drama romance nm0334353 nm0470182 nm0000170 nm0670852 nm0054653 nm0378207
tt0102789,Ricochet,6.19540933724497,action crime drama nm0611683 nm0000243 nm0001475 nm0001384 nm0001629 nm0905993
tt0102797,Robin Hood,5.919201160002619,action adventure drama nm0410139 nm0000920 nm0000235 nm0001638 nm0002081
tt0102798,Robin Hood: Prince of Thieves,6.883062680713289,action adventure drama nm0721817 nm0000126 nm0000151 nm0001512 nm0000225 nm0000614
tt0102800,Robot Jox,5.715516266875892,action sci-fi thriller nm0002340 nm0334048 nm0424509 nm0467178 nm0760203 nm0436518
tt0102802,Rock-A-Doodle,6.056826903358537,adventure animation comedy nm0089940 nm0325776 nm0473941 nm0004794 nm0001626 nm0095368 nm0214430 nm0242098
tt0102803,The Rocketeer,6.5683116133349575,action adventure family nm0002653 nm0001004 nm0000124 nm0000273 nm0001096 nm0000649
tt0102820,Rush,6.5243403741077115,action crime drama nm0005572 nm0000574 nm0000492 nm0000385 nm0001611 nm0021523
tt0102825,Saajan,6.790112490003082,drama musical romance nm0195934 nm0004569 nm0002043 nm0006795 nm0812252 nm0073426
tt0102849,Scenes from a Mall,5.779643583215219,comedy nm0005196 nm0000541 nm0000095 nm0410347 nm0278642 nm0630005
tt0102898,Shakes the Clown,5.870637714727658,comedy crime drama nm0001281 nm0001281 nm0113935 nm0062070 nm0063815 nm0163703
tt0102900,Shattered,6.401551319207629,crime drama mystery nm0000583 nm0000297 nm0001364 nm0000627 nm0000695 nm0000929
tt0102915,Showdown in Little Tokyo,6.11489989167153,action comedy crime nm0504495 nm0000185 nm0000488 nm0846480 nm0000119 nm0643164
tt0102926,The Silence of the Lambs,8.592205862548715,crime drama thriller nm0001129 nm0000149 nm0000164 nm0001277 nm0505971 nm0372217
tt0102943,Slacker,6.855531644594086,comedy drama nm0000500 nm0000500 nm0060015 nm0128414 nm0387914 nm0387916
tt0102945,Sleeping with the Enemy,6.29121715776989,drama thriller nm0747849 nm0000210 nm0000920 nm0000754 nm0492746
tt0102951,Soapdish,6.506608463321058,comedy romance nm0001355 nm0000398 nm0000177 nm0001550 nm0000159 nm0000375
tt0102975,Star Trek VI: The Undiscovered Country,7.140453113291769,action adventure sci-fi nm0583292 nm0000638 nm0000559 nm0001420 nm0001150 nm0000479
tt0102984,Stone Cold,6.12547506231035,action crime drama nm0062644 nm0098372 nm0000448 nm0001235 nm0392776
tt0103003,Suburban Commando,5.089863556372863,action comedy sci-fi nm0447944 nm0001356 nm0000502 nm0001167 nm0588777 nm0050487
tt0103007,The Super,5.908976257142347,comedy nm0199722 nm0000582 nm0306696 nm0001750 nm0001952 nm0006826
tt0103016,Switch,5.921398363588273,comedy fantasy nm0001175 nm0000289 nm0001751 nm0001851 nm0000966 nm0731634
tt0103030,Tacones lejanos,6.816696687715223,comedy drama romance nm0000264 nm0000721 nm0004650 nm0098395
tt0103035,Taking Care of Business,6.321865104800817,comedy nm0002137 nm0000902 nm0001301 nm0211408 nm0516918 nm0254634
tt0103039,Talkin' Dirty After Dark,5.543003144561263,comedy nm0136882 nm0001454 nm0936762 nm0830021 nm0428332 nm0429083
tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.013375743268909,action adventure comedy nm0696309 nm0876958 nm0001831 nm0803145 nm0863208
tt0103064,Terminator 2: Judgment Day,8.589731942815662,action adventure sci-fi nm0000116 nm0000216 nm0000157 nm0000411 nm0001598 nm0091286
tt0103074,Thelma & Louise,7.560108376239264,adventure crime drama nm0000631 nm0000215 nm0000133 nm0000172 nm0000514 nm0001520
tt0103105,Toto le héros,6.860900247903092,comedy drama fantasy nm0233757 nm0099677 nm0674701 nm0207197
tt0103110,Tous les matins du monde,6.988984724490923,biography drama history nm0006734 nm0000367 nm0547339 nm0110507 nm0220016 nm0724916
tt0103112,Toy Soldiers,6.529549135025578,action drama thriller nm0677943 nm0000276 nm0000696 nm0176861 nm0228678 nm0000388
tt0103125,True Colors,6.242024653319714,drama nm0006889 nm0000131 nm0000652 nm0835916 nm0001597 nm0001847
tt0103129,Truly Madly Deeply,6.859277766045714,comedy drama fantasy nm0005237 nm0828980 nm0000614 nm0397843 nm0158666 nm0665473
tt0103130,Trust,7.046968383510821,comedy crime drama nm0001325 nm0791248 nm0233027 nm0625610 nm0533175 nm0004908
tt0103184,V.I. Warshawski,5.507304177785984,action comedy crime nm0437596 nm0000678 nm0761587 nm0001164 nm0324462 nm0666933
tt0103239,Wedlock,5.997730428308617,action crime drama nm0853546 nm0000442 nm0000211 nm0001040 nm0001664 nm0864997
tt0103241,What About Bob?,6.9482231025281855,comedy nm0000568 nm0000195 nm0000377 nm0353546 nm0001432 nm0002062
tt0103247,White Fang,6.604746057979923,adventure drama family nm0459170 nm0000160 nm0001970 nm1058600 nm0001025 nm0389623
tt0103251,White Palace,6.383946461788117,drama romance nm0001502 nm0000215 nm0000652 nm0004517 nm0000870 nm0107281
tt0103262,Wild Hearts Can't Be Broken,6.729765114668549,drama family romance nm0591171 nm0000270 nm0001706 nm0731772 nm0476378 nm0948723
tt0103285,Wong Fei-Hung,6.994546025245281,action adventure drama nm0007139 nm0001472 nm0263851 nm0950707 nm0156484 nm0155587
tt0103594,1492: Conquest of Paradise,6.370479940059972,adventure biography drama nm0000631 nm0000367 nm0000800 nm0000244 nm0000363 nm0596807
tt0103596,3 Ninjas,5.45483483619599,action comedy family nm0005509 nm0939378 nm0871590 nm0805189 nm0694379 nm0455545
tt0103639,Aladdin,7.980698446015482,adventure animation comedy nm0166256 nm0615780 nm0918334 nm0000245 nm0488306 nm0293455
tt0103644,Alien³,6.396560789135932,action horror sci-fi nm0000399 nm0000244 nm0001165 nm0001097 nm0001524 nm0323093
tt0103671,American Me,6.800160694467005,biography crime drama nm0001579 nm0001579 nm0001235 nm0520199 nm0599598 nm0549872
tt0103704,"Ano natsu, ichiban shizukana umi",6.933944239259857,comedy drama romance nm0001429 nm0538580 nm0651910 nm0442754 nm0297879 nm0855398
tt0103747,The Babe,5.983714021949075,biography drama sport nm0002137 nm0000422 nm0000534 nm0000746 nm0000310 nm0232194
tt0103759,Bad Lieutenant,6.922288226317341,crime drama thriller nm0001206 nm0000172 nm0568421 nm0009603 nm0331162 nm0445197
tt0103767,Baraka,8.247481125420267,documentary nm0294825 nm0228286 nm0294825 nm0536056 nm0629382
tt0103772,Basic Instinct,7.079421574164152,drama mystery thriller nm0000682 nm0000140 nm0000232 nm0001169 nm0000675 nm0036127
tt0103776,Batman Returns,7.086124008021221,action crime fantasy nm0000318 nm0000474 nm0000362 nm0000201
tt0103783,Bebe's Kids,5.9790279669874975,animation comedy fantasy nm0807563 nm0522324 nm0068599 nm0365264 nm0172104 nm0338014
tt0103786,Beethoven,5.729231302050757,comedy drama family nm0505152 nm0001301 nm0001372 nm0427894 nm0005497 nm0144938
tt0103791,Belle Epoque,6.818584225096523,comedy drama romance nm0874096 nm0273178 nm0764450 nm0004851 nm0246418 nm0225916
tt0103793,Benny's Video,6.905106982974859,crime drama nm0359734 nm0295823 nm0935190 nm0618057 nm0823730 nm0106887
tt0103805,Beyond the Law,6.312476423632895,crime drama thriller nm0272511 nm0000221 nm0000400 nm0000514 nm0005524 nm0728132
tt0103850,Bob Roberts,6.800541412505861,comedy drama nm0000209 nm0000209 nm0002064 nm0000614 nm0936403 nm0614862
tt0103855,The Bodyguard,6.392690804560505,action drama music nm0413875 nm0000126 nm0001365 nm0447290 nm0167850 nm0906627
tt0103859,Boomerang,5.679215753529176,comedy drama romance nm0399737 nm0000552 nm0002101 nm0000932 nm0004979 nm0001454
tt0103873,Braindead,7.438939611789266,comedy fantasy horror nm0001392 nm0050975 nm0679272 nm0600473 nm0914240 nm0447572
tt0103874,Bram Stoker's Dracula,7.374892966204647,fantasy horror romance nm0000338 nm0000198 nm0000213 nm0000164 nm0000206
tt0103882,A Brief History of Time,6.78551563732788,biography documentary nm0001554 nm0370071 nm0370069 nm0401925 nm0370070 nm0454480
tt0103893,Buffy the Vampire Slayer,5.743728427504559,action comedy fantasy nm0476900 nm0001785 nm0000661 nm0000607 nm0000442 nm0000580
tt0103905,C'est arrivé près de chez vous,7.274543620402184,comedy crime drama nm0069715 nm0095298 nm0688143 nm0688143 nm0688145 nm0660561 nm0660560 nm0238728
tt0103919,Candyman,6.675132568095458,horror thriller nm0741262 nm0000515 nm0075359 nm0865302 nm0501435 nm0004539
tt0103923,Captain America,3.9390324352107093,action adventure sci-fi nm0089502 nm0758413 nm0001074 nm0000885 nm0569000
tt0103924,Captain Ron,5.867378871376234,adventure comedy nm0248054 nm0000621 nm0001737 nm0005316 nm0758436 nm0803155
tt0103935,Qingshaonian Nuozha,6.872177076829725,crime drama romance nm0158857 nm0911096 nm0150940 nm0497642 nm0420662 nm0583964
tt0103939,Chaplin,7.401630528116624,biography comedy drama nm0000277 nm0000375 nm0001036 nm0722631 nm0857177 nm0446702
tt0103950,Sing si lip yan,6.264480081377216,action comedy crime nm0939147 nm0000329 nm0636280 nm0939153 nm0331822
tt0103956,Child's Play 3,5.295337437286878,horror thriller nm0070474 nm0923529 nm0716275 nm0843199 nm0003910 nm0414820
tt0103976,City of Joy,6.3479185524655195,drama nm0423646 nm0000664 nm0172604 nm0700875 nm0000818 nm0223499
tt0103978,Class Act,6.129158367258022,comedy nm0589168 nm0717212 nm0552086 nm0113012 nm0852886 nm0007363
tt0103994,Como agua para chocolate,6.906463243594721,drama romance nm0000778 nm0502813 nm0004816 nm0868207 nm0555227 nm0140025
tt0104006,Consenting Adults,5.878636951934379,crime drama mystery nm0001587 nm0000177 nm0001512 nm0000228 nm0589182 nm0001845
tt0104008,Conte d'hiver,6.740285194313429,drama romance nm0006445 nm0904996 nm0886125 nm0901401 nm0298897 nm0520345
tt0104009,Cool World,5.029752143281324,animation comedy fantasy nm0000835 nm0000321 nm0000107 nm0107232 nm0000093 nm0291290
tt0104014,Così fan tutte,5.6356654663849115,comedy drama nm0000972 nm0464143 nm0487296 nm0104393 nm0215025 nm0727359
tt0104029,Cronos,6.631413965891024,drama fantasy horror nm0868219 nm0527002 nm0000579 nm0111610 nm0410609 nm0787979
tt0104036,The Crying Game,7.121383067970261,crime drama romance nm0001403 nm0001653 nm0001109 nm0001845 nm0001669 nm0001160
tt0104040,The Cutting Edge,6.76786168113659,comedy drama romance nm0001274 nm0000665 nm0446702 nm0234541 nm0642368 nm0113474
tt0104053,Trauma,5.944065953699111,horror mystery thriller nm0000783 nm0753068 nm0000782 nm0001453 nm0002078 nm0425610
tt0104070,Death Becomes Her,6.584491652533344,comedy fantasy horror nm0000709 nm0000658 nm0000246 nm0000443 nm0000618 nm0644707
tt0104073,Deep Cover,6.7842100022387415,action crime thriller nm0004886 nm0000401 nm0000156 nm0029475 nm0039734
tt0104107,Diggstown,6.623605213046119,drama sport nm0006916 nm0000249 nm0001283 nm0001136 nm0001624 nm0001287
tt0104114,The Distinguished Gentleman,5.963064105247469,comedy crime nm0528718 nm0000552 nm0809031 nm0005336 nm0000833 nm0005389
tt0104139,Dr. Giggles,5.658675575870099,comedy drama horror nm0182873 nm0236952 nm0001061 nm0002037 nm0703849 nm0224659
tt0104155,Dust Devil,6.1893531324364135,horror mystery thriller nm0822582 nm0121559 nm0001210 nm0596310 nm0559344 nm0841927
tt0104181,Wuthering Heights,6.490636261894619,drama history romance nm0467225 nm0000300 nm0000146 nm0005216 nm0001830
tt0104187,Encino Man,5.837480829722154,comedy nm0562645 nm0000276 nm0000409 nm0001736 nm0911725 nm0000677
tt0104231,Far and Away,6.571149379304962,adventure drama romance nm0000165 nm0000129 nm0000173 nm0004959 nm0698764 nm0044823
tt0104237,Damage,6.597620088141031,drama romance nm0001501 nm0000460 nm0000300 nm0001669 nm0001291 nm0000846
tt0104254,FernGully: The Last Rainforest,6.458510822859194,adventure animation family nm0472386 nm0000526 nm0000225 nm0000245 nm0000347 nm0911644
tt0104257,A Few Good Men,7.673970843358458,drama thriller nm0001661 nm0000129 nm0000197 nm0000193 nm0000102 nm0000662
tt0104265,Final Analysis,5.968116313590452,drama thriller nm0423333 nm0000152 nm0000107 nm0000235 nm0000616 nm0002117
tt0104279,Flodder in Amerika!,5.885595702526592,comedy family nm0530975 nm0822868 nm0295747 nm0388640 nm0799513 nm0689237
tt0104291,Forever Young,6.288809172477968,drama romance sci-fi nm0591171 nm0000154 nm0000130 nm0000704 nm0322050 nm0001841
tt0104299,Freejack,5.572817151560166,action crime sci-fi nm0614276 nm0000389 nm0001396 nm0000623 nm0000164 nm0052186
tt0104346,Gladiator,6.394496783443743,action drama sport nm0380705 nm0338614 nm0000421 nm0001133 nm0507963 nm0751470
tt0104348,Glengarry Glen Ross,7.637228543277169,crime drama mystery nm0001226 nm0000199 nm0000493 nm0000285 nm0000273 nm0000438
tt0104352,Gojira vs. Mosura,6.136459744432569,action adventure fantasy nm0645549 nm0078823 nm0462050 nm0613598 nm0793985 nm0461983
tt0104389,The Hand That Rocks the Cradle,6.651518828516796,drama thriller nm0000436 nm0001711 nm0000360 nm0566783 nm0001368 nm0000194
tt0104409,Hellraiser III: Hell on Earth,5.5844260564618455,horror nm0382776 nm0000395 nm0103208 nm0076791 nm0608118
tt0104412,Hero,6.443898327759178,comedy drama romance nm0001241 nm0000163 nm0000133 nm0000412 nm0000349 nm0640413
tt0104418,Highway to Hell,6.084614388190467,adventure comedy fantasy nm0429517 nm0000920 nm0832531 nm0005165 nm0001785 nm0317293
tt0104427,Hoffa,6.5289818216584505,biography crime drama nm0000362 nm0000197 nm0000362 nm0000800 nm0000687 nm0000604
tt0104431,Home Alone 2: Lost in New York,6.891131025770282,adventure comedy crime nm0001060 nm0000346 nm0000582 nm0827663 nm0001573 nm0001334
tt0104437,"Honey, I Blew Up the Kid",5.023105205344117,adventure comedy family nm0459170 nm0001548 nm0833519 nm0647084 nm0787741 nm0787742
tt0104438,Honeymoon in Vegas,5.957273089869524,comedy romance thriller nm0000921 nm0001001 nm0000115 nm0000572 nm0001552
tt0104452,Housesitter,6.19634103698025,comedy romance nm0000568 nm0000188 nm0000443 nm0001127 nm0364915 nm0595567
tt0104454,Howards End,7.250419989550731,drama romance nm0412465 nm0000164 nm0000668 nm0000603 nm0000307 nm0071851
tt0104466,Husbands and Wives,7.317321209627512,comedy drama romance nm0000095 nm0000095 nm0001201 nm0001628 nm0001114 nm0582604
tt0104507,Indochine,6.741888156794061,drama romance war nm0912224 nm0000366 nm0001641 nm0199006 nm0946179 nm0086924
tt0104511,Innocent Blood,6.192716805889495,action comedy crime nm0000484 nm0001594 nm0001439 nm0005162 nm0698998 nm0803157
tt0104545,Jamón Jamón,6.344443714249887,comedy drama romance nm0000940 nm0004851 nm0762248 nm0302105 nm0225921 nm0000849
tt0104549,Jennifer Eight,6.27378403183149,crime drama mystery nm0732430 nm0000412 nm0000235 nm0000448 nm0065320 nm0000834
